meter_id,customer_id,region,date,consumption_kwh,cost
1060,88,East,2023-04-08,48.1,240.5
1046,71,North,2023-02-24,42.54,212.7
1022,107,East,2023-04-26,42.75,213.75
1017,69,North,2023-04-17,41.65,208.25
1031,48,West,2023-05-18,17.02,85.1
1056,13,East,2023-10-29,48.91,244.55
1035,196,South,2023-08-10,26.29,131.45
1049,66,North,2023-11-25,12.22,61.1
1079,94,West,2023-01-19,7.89,39.45
1046,59,North,2023-08-20,49.19,245.95
1072,96,West,2023-10-17,31.73,158.65
1053,163,East,2023-02-04,21.94,109.7
1048,148,East,2023-10-28,40.67,203.35
1034,112,West,2023-05-25,19.11,95.55
1075,70,East,2023-02-01,31.37,156.85
1038,80,East,2023-10-05,22.75,113.75
1072,91,East,2023-05-04,10.34,51.7
1078,180,East,2023-07-11,32.23,161.15
1031,189,North,2023-05-26,47.43,237.15
1030,72,West,2023-10-11,20.34,101.7
1065,39,East,2023-09-03,40.32,201.6
1001,93,South,2023-03-05,32.61,163.05
1036,106,North,2023-02-27,37.71,188.55
1066,92,South,2023-07-19,9.48,47.4
1075,31,West,2023-01-12,33.18,165.9
1000,36,North,2023-05-10,24.68,123.4
1072,183,North,2023-02-26,40.81,204.05
1027,199,South,2023-06-07,19.36,96.8
1065,105,West,2023-01-02,25.66,128.3
1037,151,South,2023-12-05,36.99,184.95
1054,101,East,2023-11-23,26.27,131.35
1097,53,West,2023-08-08,30.07,150.35
1090,62,North,2023-09-26,13.58,67.9
1018,131,North,2023-07-21,47.31,236.55
1016,82,West,2023-07-31,38.58,192.9
1052,53,East,2023-11-23,13.11,65.55
1100,120,West,2023-06-07,40.24,201.2
1078,79,North,2023-07-28,33.3,166.5
1042,7,West,2023-01-02,10.22,51.1
1068,104,West,2023-12-16,48.91,244.55
1055,162,North,2023-12-24,42.18,210.9
1006,69,West,2023-06-13,7.04,35.2
1022,193,North,2023-05-20,25.0,125.0
1080,161,East,2023-06-19,34.67,173.35
1015,153,South,2023-12-30,21.96,109.8
1032,107,South,2023-04-21,5.8,29.0
1090,122,West,2023-02-02,49.09,245.45
1007,105,North,2023-02-27,16.73,83.65
1004,175,South,2023-12-13,11.0,55.0
1027,6,North,2023-08-06,10.95,54.75
1064,4,North,2023-09-09,44.26,221.3
1040,76,North,2023-10-14,34.42,172.1
1050,87,South,2023-09-03,21.01,105.05
1084,165,South,2023-01-29,36.29,181.45
1098,58,East,2023-01-05,15.05,75.25
1040,24,South,2023-09-10,31.71,158.55
1097,3,South,2023-05-04,35.71,178.55
1072,73,South,2023-12-29,42.5,212.5
1013,96,North,2023-03-13,12.52,62.6
1072,150,South,2023-05-14,6.87,34.35
1062,33,West,2023-06-21,26.85,134.25
1079,86,West,2023-12-28,35.01,175.05
1035,9,South,2023-01-27,28.87,144.35
1061,53,West,2023-07-10,30.39,151.95
1031,106,East,2023-12-06,47.35,236.75
1078,192,East,2023-11-05,41.9,209.5
1078,110,South,2023-07-18,45.26,226.3
1081,160,East,2023-09-19,24.86,124.3
1081,44,South,2023-06-02,7.99,39.95
1083,39,East,2023-01-10,28.09,140.45
1016,36,West,2023-08-23,47.51,237.55
1004,183,North,2023-03-01,20.44,102.2
1062,129,North,2023-05-24,29.61,148.05
1064,169,East,2023-06-16,8.72,43.6
1017,109,West,2023-06-05,23.07,115.35
1020,28,East,2023-01-23,7.48,37.4
1098,105,North,2023-07-09,34.83,174.15
1066,196,South,2023-06-09,14.67,73.35
1036,163,South,2023-03-27,36.8,184.0
1059,100,West,2023-02-07,47.67,238.35
1056,12,East,2023-02-08,30.4,152.0
1037,63,South,2023-11-12,44.15,220.75
1000,68,South,2023-06-22,38.97,194.85
1030,113,North,2023-09-17,27.06,135.3
1094,135,North,2023-04-21,35.88,179.4
1089,196,West,2023-12-29,26.05,130.25
1100,3,West,2023-07-03,19.63,98.15
1083,198,North,2023-02-06,20.54,102.7
1003,3,South,2023-02-28,45.37,226.85
1018,8,West,2023-06-03,39.53,197.65
1096,188,North,2023-12-05,29.71,148.55
1023,62,West,2023-08-10,31.07,155.35
1069,187,North,2023-08-24,31.27,156.35
1024,124,West,2023-01-27,6.59,32.95
1004,130,North,2023-04-18,13.21,66.05
1029,26,North,2023-04-23,24.88,124.4
1003,18,South,2023-10-05,43.67,218.35
1056,157,North,2023-11-07,15.17,75.85
1006,170,East,2023-04-05,36.43,182.15
1097,70,North,2023-08-01,37.48,187.4
1047,124,East,2023-01-31,43.42,217.1
1050,83,West,2023-06-19,22.78,113.9
1038,59,North,2023-08-18,39.28,196.4
1035,153,North,2023-10-03,26.26,131.3
1089,178,South,2023-10-24,26.56,132.8
1063,33,West,2023-07-05,33.34,166.7
1039,76,South,2023-06-20,5.97,29.85
1028,95,North,2023-05-01,14.58,72.9
1021,7,West,2023-04-13,8.59,42.95
1088,62,East,2023-09-08,10.63,53.15
1080,186,North,2023-04-08,17.9,89.5
1084,10,West,2023-09-03,42.69,213.45
1089,123,South,2023-12-12,35.7,178.5
1040,39,North,2023-03-25,18.98,94.9
1058,169,West,2023-04-23,32.34,161.7
1018,30,South,2023-04-05,28.46,142.3
1005,104,North,2023-09-27,10.5,52.5
1048,63,West,2023-11-26,9.9,49.5
1058,51,East,2023-08-05,17.9,89.5
1095,72,East,2023-06-27,49.85,249.25
1006,179,North,2023-01-10,39.43,197.15
1017,182,South,2023-10-13,48.44,242.2
1047,52,West,2023-08-13,21.64,108.2
1049,75,South,2023-06-06,7.85,39.25
1073,50,West,2023-01-25,20.02,100.1
1048,183,West,2023-12-20,11.5,57.5
1096,181,East,2023-03-13,21.9,109.5
1069,33,East,2023-10-31,47.58,237.9
1004,62,West,2023-03-26,48.73,243.65
1069,169,North,2023-11-08,11.78,58.9
1057,129,South,2023-08-04,7.12,35.6
1032,78,North,2023-12-27,5.54,27.7
1028,178,East,2023-12-25,26.03,130.15
1073,17,North,2023-08-25,44.19,220.95
1071,151,East,2023-12-24,40.4,202.0
1099,107,East,2023-11-17,15.95,79.75
1018,191,South,2023-11-10,46.34,231.7
1021,30,East,2023-12-20,38.28,191.4
1056,153,South,2023-04-24,39.87,199.35
1049,140,South,2023-04-02,30.11,150.55
1073,122,North,2023-05-06,39.98,199.9
1067,132,North,2023-12-10,20.77,103.85
1061,56,West,2023-03-17,27.0,135.0
1094,82,South,2023-04-30,48.45,242.25
1032,41,North,2023-11-11,27.89,139.45
1047,138,South,2023-09-27,46.42,232.1
1100,110,East,2023-10-25,6.55,32.75
1094,129,North,2023-10-26,23.17,115.85
1037,144,North,2023-03-28,26.76,133.8
1054,126,North,2023-07-12,11.48,57.4
1095,118,North,2023-11-23,16.2,81.0
1025,16,South,2023-09-12,42.71,213.55
1066,97,East,2023-12-12,37.52,187.6
1094,29,South,2023-03-23,43.7,218.5
1018,72,South,2023-05-30,40.48,202.4
1003,194,West,2023-09-03,12.18,60.9
1007,80,South,2023-01-02,46.37,231.85
1001,122,North,2023-05-07,15.84,79.2
1071,154,West,2023-06-25,41.81,209.05
1023,116,East,2023-06-08,49.46,247.3
1026,4,South,2023-06-13,17.01,85.05
1033,196,North,2023-03-20,12.35,61.75
1053,26,North,2023-08-19,33.53,167.65
1086,77,South,2023-07-01,48.7,243.5
1091,70,East,2023-05-26,16.53,82.65
1044,31,East,2023-09-28,33.52,167.6
1077,170,West,2023-11-15,25.4,127.0
1069,52,South,2023-06-16,29.61,148.05
1088,138,East,2023-03-16,23.78,118.9
1034,148,West,2023-08-18,24.92,124.6
1069,70,East,2023-07-21,45.29,226.45
1035,131,West,2023-09-16,37.32,186.6
1061,83,South,2023-01-11,23.64,118.2
1031,60,South,2023-10-21,8.73,43.65
1099,71,North,2023-12-22,45.26,226.3
1093,78,West,2023-08-29,29.01,145.05
1043,95,East,2023-11-14,30.18,150.9
1087,69,East,2023-07-08,30.9,154.5
1037,17,East,2023-08-24,45.1,225.5
1005,59,South,2023-09-08,33.06,165.3
1060,186,South,2023-09-20,5.41,27.05
1027,112,West,2023-02-06,23.77,118.85
1087,153,West,2023-04-03,35.11,175.55
1083,11,South,2023-10-07,10.66,53.3
1063,46,South,2023-04-17,49.78,248.9
1059,165,South,2023-09-03,9.85,49.25
1006,124,East,2023-01-18,36.48,182.4
1083,49,East,2023-10-02,39.42,197.1
1008,101,West,2023-01-22,24.99,124.95
1063,77,West,2023-05-11,27.62,138.1
1043,138,East,2023-04-07,25.5,127.5
1093,186,South,2023-10-22,19.99,99.95
1028,120,West,2023-08-29,27.24,136.2
1024,4,South,2023-01-01,18.85,94.25
1092,184,South,2023-08-25,14.57,72.85
1002,61,East,2023-06-07,21.69,108.45
1061,177,North,2023-06-11,39.61,198.05
1023,58,West,2023-04-06,30.65,153.25
1015,130,West,2023-06-21,15.69,78.45
1082,180,South,2023-04-13,34.91,174.55
1022,26,East,2023-05-17,22.37,111.85
1066,40,North,2023-04-10,33.94,169.7
1026,109,South,2023-10-10,36.76,183.8
1086,3,South,2023-12-13,26.11,130.55
1043,6,South,2023-03-28,19.52,97.6
1019,103,South,2023-03-05,35.6,178.0
1015,132,North,2023-04-13,40.36,201.8
1012,187,South,2023-02-16,34.69,173.45
1072,56,East,2023-04-15,34.03,170.15
1093,49,West,2023-02-12,28.32,141.6
1100,139,West,2023-07-25,17.17,85.85
1070,29,North,2023-07-10,12.25,61.25
1097,155,West,2023-06-23,37.69,188.45
1057,69,East,2023-11-16,32.58,162.9
1043,182,East,2023-02-28,28.65,143.25
1099,1,West,2023-09-21,46.2,231.0
1063,3,West,2023-02-20,8.89,44.45
1065,13,North,2023-04-24,11.47,57.35
1100,50,South,2023-12-24,33.3,166.5
1004,10,South,2023-04-18,19.11,95.55
1077,138,North,2023-07-04,20.88,104.4
1014,123,North,2023-07-08,7.41,37.05
1076,194,South,2023-02-15,36.96,184.8
1041,11,North,2023-02-03,8.52,42.6
1093,31,North,2023-07-18,11.89,59.45
1050,41,East,2023-08-04,5.49,27.45
1070,107,South,2023-08-24,8.85,44.25
1076,127,North,2023-07-27,21.87,109.35
1073,130,South,2023-03-13,22.8,114.0
1016,36,South,2023-09-05,48.89,244.45
1002,108,South,2023-12-31,16.58,82.9
1042,76,South,2023-08-31,9.43,47.15
1022,92,North,2023-03-29,46.37,231.85
1011,61,West,2023-03-28,17.28,86.4
1012,1,East,2023-10-16,23.96,119.8
1009,97,South,2023-04-30,11.9,59.5
1093,72,East,2023-04-16,12.96,64.8
1062,44,North,2023-01-24,24.11,120.55
1062,188,North,2023-10-18,10.4,52.0
1071,149,South,2023-07-03,19.21,96.05
1044,47,North,2023-08-09,20.78,103.9
1090,165,South,2023-05-28,15.74,78.7
1082,154,West,2023-08-24,19.29,96.45
1085,18,West,2023-04-16,26.85,134.25
1056,49,West,2023-07-18,10.29,51.45
1068,52,South,2023-11-19,5.45,27.25
1041,26,East,2023-02-26,30.14,150.7
1058,11,West,2023-08-17,29.57,147.85
1080,119,North,2024-01-01,21.52,107.6
1047,179,South,2023-04-10,24.34,121.7
1027,38,West,2023-02-13,16.26,81.3
1000,27,West,2023-04-13,48.38,241.9
1064,191,North,2023-07-11,7.62,38.1
1044,7,South,2023-11-09,37.8,189.0
1087,30,South,2023-05-06,22.65,113.25
1085,53,South,2023-11-08,34.92,174.6
1094,140,East,2023-07-11,45.07,225.35
1028,183,West,2023-12-27,26.48,132.4
1076,142,East,2023-08-03,18.17,90.85
1038,66,East,2023-12-01,13.31,66.55
1052,71,East,2023-12-24,47.24,236.2
1062,148,North,2023-02-14,46.1,230.5
1078,97,North,2023-12-17,23.6,118.0
1022,70,East,2023-12-20,35.26,176.3
1034,131,East,2023-08-16,20.81,104.05
1070,128,West,2023-08-06,47.27,236.35
1038,144,North,2023-02-07,22.34,111.7
1087,125,West,2023-09-25,14.77,73.85
1016,46,West,2023-06-05,49.3,246.5
1035,115,East,2023-02-08,47.52,237.6
1013,56,West,2023-11-22,48.85,244.25
1055,24,South,2023-02-24,6.44,32.2
1024,47,East,2023-07-10,23.29,116.45
1024,107,North,2023-11-26,30.23,151.15
1058,111,East,2023-10-26,11.46,57.3
1062,127,South,2023-09-28,46.02,230.1
1016,142,West,2023-08-02,16.94,84.7
1077,61,West,2023-02-08,32.53,162.65
1083,34,West,2023-12-19,34.3,171.5
1002,48,East,2023-02-24,13.26,66.3
1057,109,South,2023-08-01,42.87,214.35
1031,147,West,2023-03-30,11.64,58.2
1064,59,South,2023-02-12,31.73,158.65
1093,32,South,2023-08-04,41.37,206.85
1085,106,South,2023-11-01,23.06,115.3
1070,45,East,2023-05-13,17.31,86.55
1075,55,East,2023-07-28,47.93,239.65
1097,196,North,2023-02-14,24.39,121.95
1019,55,West,2023-03-16,7.96,39.8
1032,23,West,2023-06-01,47.53,237.65
1025,112,South,2023-03-24,25.96,129.8
1039,60,South,2023-08-30,24.1,120.5
1084,141,West,2023-09-25,21.75,108.75
1073,157,West,2023-06-06,26.35,131.75
1077,97,East,2023-06-03,38.87,194.35
1042,53,East,2023-07-04,49.25,246.25
1090,100,West,2023-08-02,11.23,56.15
1013,112,North,2023-06-17,42.74,213.7
1054,143,South,2023-02-21,45.79,228.95
1063,58,West,2023-11-18,24.01,120.05
1018,88,South,2023-06-19,13.39,66.95
1093,104,South,2023-06-25,30.36,151.8
1082,149,West,2023-12-24,29.21,146.05
1041,35,East,2023-01-07,6.83,34.15
1025,68,East,2023-02-20,7.19,35.95
1091,117,East,2023-01-26,48.91,244.55
1062,142,North,2023-04-17,25.73,128.65
1037,153,East,2023-06-03,22.97,114.85
1069,187,East,2023-08-27,18.95,94.75
1065,36,South,2023-09-01,35.47,177.35
1071,67,East,2023-07-24,41.41,207.05
1057,84,East,2023-03-04,43.99,219.95
1078,73,East,2023-07-29,36.6,183.0
1076,135,East,2023-01-17,12.1,60.5
1042,190,South,2023-06-25,12.07,60.35
1012,92,South,2023-03-27,29.03,145.15
1039,162,West,2023-10-02,10.3,51.5
1075,169,South,2023-10-25,11.1,55.5
1085,16,West,2023-12-19,14.53,72.65
1004,148,West,2023-01-16,18.44,92.2
1038,159,East,2023-11-07,32.26,161.3
1025,58,East,2023-08-15,6.5,32.5
1042,130,West,2023-07-10,44.41,222.05
1020,112,North,2023-06-03,17.01,85.05
1052,152,South,2023-03-29,39.18,195.9
1043,133,West,2023-12-18,34.86,174.3
1081,29,West,2023-05-24,27.12,135.6
1097,95,North,2023-09-14,24.37,121.85
1025,160,South,2023-01-19,45.09,225.45
1046,161,South,2023-01-21,47.73,238.65
1062,10,West,2023-11-27,17.96,89.8
1007,24,South,2023-08-30,22.21,111.05
1056,44,East,2023-03-02,34.7,173.5
1078,128,West,2023-03-02,44.79,223.95
1030,58,South,2023-12-31,45.19,225.95
1073,85,South,2023-12-12,41.91,209.55
1070,111,South,2023-04-13,35.4,177.0
1021,114,East,2023-05-12,20.22,101.1
1032,125,West,2023-08-30,10.43,52.15
1092,157,West,2023-04-20,25.77,128.85
1084,103,South,2023-11-12,46.34,231.7
1023,5,North,2023-04-07,20.54,102.7
1095,110,West,2023-03-30,6.18,30.9
1028,178,South,2023-07-29,14.05,70.25
1078,143,North,2023-08-28,13.68,68.4
1073,37,West,2023-08-17,10.43,52.15
1014,45,East,2023-02-20,20.93,104.65
1010,198,West,2023-09-04,37.98,189.9
1063,19,West,2023-12-25,24.4,122.0
1017,149,South,2023-07-14,24.62,123.1
1092,101,East,2023-06-25,36.81,184.05
1097,194,East,2023-02-20,5.29,26.45
1010,40,South,2023-07-31,24.0,120.0
1069,26,West,2023-05-09,35.68,178.4
1041,75,North,2023-03-27,14.72,73.6
1090,144,West,2023-07-29,21.23,106.15
1073,149,East,2023-10-31,48.13,240.65
1091,136,North,2023-02-20,27.51,137.55
1052,184,West,2023-11-28,37.91,189.55
1061,83,North,2023-12-06,8.54,42.7
1049,77,West,2023-07-19,15.82,79.1
1074,113,South,2023-08-17,49.96,249.8
1077,43,North,2023-09-20,37.82,189.1
1045,130,North,2023-01-24,20.97,104.85
1059,65,North,2023-09-18,39.28,196.4
1053,149,South,2023-06-26,25.39,126.95
1033,146,East,2023-10-26,36.22,181.1
1083,82,South,2023-07-31,28.05,140.25
1048,6,West,2023-05-23,47.67,238.35
1072,90,West,2023-06-29,24.22,121.1
1043,118,East,2023-01-16,33.86,169.3
1063,69,East,2023-05-08,22.23,111.15
1038,48,North,2023-04-26,35.4,177.0
1047,172,North,2023-12-09,37.7,188.5
1093,77,West,2023-05-16,46.67,233.35
1075,54,West,2023-10-25,25.99,129.95
1066,81,West,2023-03-03,21.05,105.25
1067,72,South,2023-01-04,13.31,66.55
1069,137,East,2023-09-22,37.6,188.0
1075,29,East,2023-06-30,39.41,197.05
1033,164,West,2023-06-01,45.88,229.4
1076,137,West,2023-05-27,43.44,217.2
1045,86,South,2023-08-30,20.59,102.95
1005,12,South,2023-02-07,32.61,163.05
1069,187,North,2023-06-08,27.71,138.55
1065,79,North,2023-06-18,12.46,62.3
1094,199,East,2023-08-22,12.28,61.4
1055,93,West,2023-09-23,38.08,190.4
1048,153,North,2023-05-09,48.36,241.8
1069,174,South,2023-01-30,49.37,246.85
1000,27,North,2023-06-20,35.75,178.75
1092,171,East,2023-03-11,24.2,121.0
1068,143,North,2023-05-30,46.63,233.15
1099,169,North,2023-03-30,7.16,35.8
1079,164,West,2023-03-11,33.8,169.0
1046,145,West,2023-09-01,20.2,101.0
1080,31,South,2023-12-18,41.32,206.6
1000,51,South,2023-11-15,30.23,151.15
1060,80,South,2023-10-04,33.42,167.1
1072,166,West,2023-01-19,6.82,34.1
1041,69,West,2023-04-09,34.73,173.65
1003,71,South,2023-11-09,26.13,130.65
1004,146,East,2023-01-12,19.69,98.45
1028,29,North,2023-08-29,31.11,155.55
1046,96,North,2023-04-27,35.89,179.45
1093,133,North,2023-07-31,37.58,187.9
1081,133,West,2023-03-18,28.64,143.2
1049,117,North,2023-10-25,44.29,221.45
1038,161,East,2023-10-16,28.15,140.75
1038,20,West,2023-07-28,13.54,67.7
1000,23,North,2023-05-06,31.16,155.8
1067,151,South,2023-02-02,16.26,81.3
1083,188,East,2023-11-26,33.22,166.1
1020,118,South,2023-07-21,12.19,60.95
1049,147,West,2023-03-07,19.02,95.1
1047,133,South,2023-01-24,37.65,188.25
1028,92,East,2023-01-24,34.86,174.3
1051,11,South,2023-12-07,48.26,241.3
1027,32,North,2023-01-29,11.91,59.55
1043,96,South,2023-02-14,14.24,71.2
1100,148,North,2023-04-18,13.03,65.15
1044,107,East,2023-11-23,45.25,226.25
1038,104,West,2023-07-12,19.11,95.55
1056,156,West,2023-05-22,20.96,104.8
1096,7,North,2023-02-07,16.43,82.15
1058,73,South,2023-12-20,10.66,53.3
1054,63,South,2023-03-20,8.91,44.55
1063,198,South,2023-09-10,13.59,67.95
1085,169,North,2023-09-26,21.01,105.05
1078,106,East,2023-06-09,31.77,158.85
1049,175,West,2023-12-18,13.1,65.5
1050,128,South,2023-06-06,29.97,149.85
1033,144,West,2023-10-24,19.98,99.9
1012,174,South,2023-10-12,30.76,153.8
1035,75,North,2023-08-02,5.63,28.15
1050,193,North,2023-02-08,30.61,153.05
1068,113,North,2023-12-25,48.23,241.15
1052,2,West,2023-05-07,27.73,138.65
1096,177,North,2023-03-19,40.04,200.2
1098,16,East,2023-07-07,19.14,95.7
1013,120,East,2023-08-04,39.87,199.35
1061,11,West,2023-04-16,35.79,178.95
1064,194,East,2023-10-13,28.87,144.35
1074,194,South,2023-11-16,18.92,94.6
1086,179,North,2023-12-06,25.24,126.2
1055,33,East,2023-05-25,35.87,179.35
1085,125,North,2023-07-23,48.05,240.25
1008,81,South,2023-02-09,25.06,125.3
1054,8,West,2023-04-10,19.22,96.1
1099,40,West,2023-02-12,44.41,222.05
1005,19,East,2023-05-19,47.83,239.15
1054,84,South,2023-08-05,15.37,76.85
1005,62,South,2023-02-08,15.29,76.45
1028,179,East,2023-12-24,23.45,117.25
1011,92,North,2023-03-21,45.59,227.95
1025,165,South,2023-05-15,36.56,182.8
1015,158,South,2023-04-26,26.73,133.65
1047,197,South,2023-06-14,28.95,144.75
1008,142,West,2023-11-07,36.87,184.35
1001,66,North,2023-04-19,37.58,187.9
1074,185,East,2023-10-03,39.42,197.1
1059,171,North,2023-06-22,14.99,74.95
1037,34,West,2023-07-23,31.16,155.8
1007,193,West,2023-11-24,25.73,128.65
1055,16,South,2023-06-29,16.82,84.1
1055,98,East,2023-02-27,14.64,73.2
1016,74,South,2023-01-18,40.81,204.05
1005,148,South,2023-05-04,27.34,136.7
1053,21,West,2023-03-27,37.08,185.4
1013,13,North,2023-04-23,34.38,171.9
1016,183,North,2023-11-10,16.65,83.25
1007,119,East,2023-02-22,13.54,67.7
1056,120,South,2023-01-15,36.69,183.45
1100,104,East,2023-08-30,36.71,183.55
1067,136,East,2023-06-12,14.71,73.55
1037,65,West,2023-06-09,7.69,38.45
1039,19,West,2023-04-27,11.14,55.7
1052,36,South,2023-08-31,23.04,115.2
1060,167,North,2023-09-29,14.07,70.35
1070,37,West,2023-09-18,9.64,48.2
1000,22,East,2023-11-15,28.6,143.0
1075,72,South,2023-01-07,26.36,131.8
1042,134,North,2023-12-09,25.55,127.75
1012,123,North,2023-04-08,17.54,87.7
1013,155,North,2023-12-26,25.32,126.6
1013,41,West,2023-03-11,5.01,25.05
1055,101,North,2023-08-26,22.11,110.55
1072,169,East,2023-12-26,24.4,122.0
1098,5,West,2023-05-12,33.44,167.2
1040,43,South,2023-07-27,12.16,60.8
1013,129,South,2023-09-16,7.07,35.35
1050,172,West,2023-01-18,13.99,69.95
1067,54,East,2023-01-24,38.51,192.55
1041,118,East,2023-07-20,45.69,228.45
1009,180,South,2023-09-20,8.02,40.1
1070,163,South,2023-05-14,48.62,243.1
1003,135,West,2023-09-14,11.0,55.0
1052,9,West,2023-03-02,16.45,82.25
1060,21,East,2023-08-26,48.17,240.85
1054,123,East,2023-02-24,47.74,238.7
1065,159,West,2023-04-20,28.35,141.75
1034,190,North,2023-11-07,13.6,68.0
1084,34,South,2023-07-15,42.78,213.9
1021,45,West,2023-04-30,13.15,65.75
1039,103,East,2023-12-02,30.81,154.05
1057,102,East,2023-11-04,45.4,227.0
1002,113,South,2023-02-03,12.81,64.05
1059,128,East,2023-03-16,39.48,197.4
1026,47,North,2023-05-18,29.35,146.75
1099,48,West,2023-09-24,49.69,248.45
1005,23,West,2023-11-26,30.31,151.55
1027,115,North,2023-10-26,48.22,241.1
1057,64,East,2023-06-20,25.74,128.7
1088,36,West,2023-09-28,23.22,116.1
1008,192,South,2023-02-16,45.68,228.4
1003,59,West,2023-12-03,25.99,129.95
1003,21,East,2023-06-05,11.14,55.7
1093,160,South,2023-02-02,9.6,48.0
1018,142,East,2023-03-07,27.34,136.7
1014,106,North,2023-05-07,24.26,121.3
1049,69,East,2023-10-04,21.98,109.9
1035,35,West,2023-04-27,36.93,184.65
1028,112,East,2023-01-31,22.52,112.6
1058,33,North,2023-04-05,40.07,200.35
1033,82,South,2023-09-20,38.61,193.05
1070,184,East,2023-01-26,34.74,173.7
1083,12,South,2023-01-19,38.93,194.65
1069,114,West,2023-06-29,5.29,26.45
1037,21,West,2023-09-24,25.89,129.45
1004,141,East,2023-10-17,44.44,222.2
1062,131,South,2023-03-31,13.88,69.4
1098,164,West,2023-02-07,26.77,133.85
1005,18,North,2023-06-14,10.13,50.65
1034,21,South,2023-08-24,19.02,95.1
1062,191,West,2023-03-15,17.26,86.3
1026,55,South,2023-06-08,36.38,181.9
1010,146,East,2023-10-12,31.52,157.6
1064,55,North,2023-10-14,20.38,101.9
1067,131,South,2023-09-10,36.13,180.65
1017,35,South,2023-07-22,31.13,155.65
1080,42,West,2023-10-02,43.75,218.75
1056,146,East,2023-03-05,45.63,228.15
1090,12,South,2023-11-11,9.04,45.2
1032,124,East,2023-03-23,29.64,148.2
1075,157,East,2023-07-21,23.74,118.7
1049,57,South,2023-03-10,14.52,72.6
1085,156,West,2023-06-14,49.45,247.25
1000,121,West,2023-06-15,26.87,134.35
1012,133,East,2023-07-10,41.02,205.1
1067,121,South,2023-03-06,49.57,247.85
1099,199,North,2023-04-04,29.58,147.9
1072,45,South,2023-12-25,48.46,242.3
1040,115,South,2023-02-06,10.52,52.6
1065,44,South,2023-03-18,24.66,123.3
1066,5,West,2023-02-15,36.47,182.35
1074,81,East,2023-05-23,24.62,123.1
1087,23,North,2023-08-11,24.47,122.35
1047,116,East,2023-03-01,37.04,185.2
1015,37,West,2023-06-16,45.53,227.65
1040,78,West,2023-12-16,21.51,107.55
1087,172,North,2023-07-20,8.95,44.75
1078,52,West,2023-09-22,43.55,217.75
1082,44,South,2023-12-04,32.03,160.15
1007,155,West,2023-03-28,35.99,179.95
1081,76,West,2023-06-16,41.37,206.85
1079,155,South,2023-02-19,45.53,227.65
1075,104,South,2023-11-16,23.26,116.3
1038,157,East,2023-04-08,41.77,208.85
1015,187,North,2023-01-05,10.81,54.05
1047,61,North,2023-05-07,7.95,39.75
1040,122,North,2023-12-24,11.66,58.3
1001,8,East,2023-03-14,45.32,226.6
1059,59,West,2023-05-26,20.72,103.6
1045,2,West,2023-08-11,26.41,132.05
1062,125,West,2023-05-29,32.14,160.7
1028,134,West,2023-04-08,29.29,146.45
1027,66,North,2023-05-10,25.11,125.55
1003,142,South,2023-02-19,11.88,59.4
1086,191,South,2023-07-25,43.5,217.5
1028,129,West,2023-08-05,16.03,80.15
1008,134,West,2023-11-15,24.14,120.7
1074,155,West,2023-12-18,13.86,69.3
1086,154,East,2023-01-18,31.83,159.15
1054,62,East,2023-09-08,35.89,179.45
1065,54,East,2023-07-04,21.81,109.05
1014,115,West,2023-03-09,21.29,106.45
1062,22,South,2023-11-10,31.76,158.8
1097,10,North,2023-07-26,10.81,54.05
1014,34,East,2023-01-14,40.58,202.9
1055,175,South,2023-08-06,10.53,52.65
1099,146,North,2023-05-20,13.31,66.55
1019,143,East,2023-04-07,13.73,68.65
1067,124,East,2023-04-22,18.5,92.5
1045,70,North,2023-08-11,46.83,234.15
1064,73,North,2023-09-04,14.5,72.5
1022,96,South,2023-05-16,26.24,131.2
1013,177,East,2023-01-13,27.83,139.15
1007,71,North,2023-07-06,29.83,149.15
1032,107,West,2023-12-30,40.88,204.4
1032,22,East,2023-05-14,35.61,178.05
1086,163,North,2023-09-21,8.54,42.7
1022,26,East,2023-05-08,44.45,222.25
1056,161,North,2023-08-16,29.06,145.3
1084,178,South,2023-10-14,18.23,91.15
1062,11,North,2023-05-31,40.78,203.9
1012,83,South,2023-01-13,37.31,186.55
1043,70,North,2023-02-22,22.69,113.45
1046,151,North,2023-10-05,32.77,163.85
1029,117,North,2023-07-29,37.89,189.45
1011,38,South,2023-03-06,39.03,195.15
1005,157,North,2023-08-22,11.11,55.55
1007,55,South,2023-08-12,13.61,68.05
1072,55,West,2023-09-19,19.49,97.45
1011,176,West,2023-10-22,49.47,247.35
1056,105,West,2023-09-06,29.74,148.7
1095,126,South,2023-02-22,15.9,79.5
1021,18,North,2023-07-02,49.74,248.7
1099,4,North,2023-07-26,6.94,34.7
1020,191,West,2023-09-01,19.86,99.3
1066,122,North,2023-11-27,32.73,163.65
1021,170,West,2023-07-24,7.55,37.75
1072,17,North,2023-09-30,10.94,54.7
1054,128,East,2023-04-21,25.55,127.75
1077,126,West,2023-06-15,10.21,51.05
1032,133,East,2023-06-17,8.6,43.0
1048,156,East,2023-11-16,8.82,44.1
1086,155,South,2023-05-09,34.27,171.35
1099,159,West,2023-03-04,47.77,238.85
1010,18,East,2023-06-23,43.74,218.7
1056,111,South,2023-04-03,14.01,70.05
1030,169,East,2023-11-14,32.31,161.55
1084,39,West,2023-07-07,49.39,246.95
1047,155,South,2023-07-17,46.13,230.65
1016,72,North,2023-05-29,33.07,165.35
1051,20,North,2023-02-09,17.4,87.0
